,tweet,scores,tokens,length,absolutely_negative,very_negative,negative,neutral,positive,very_positive,perception
146,b'me arrepiento del contrato que hice con cable onda \xf0\x9f\xa4\xa1',[0 0 0 0 0 0 0 0 0 0],"[""b'me"", 'arrepiento', 'del', 'contrato', 'que', 'hice', 'con', 'cable', 'onda', ""\\xf0\\x9f\\xa4\\xa1'""]",70.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
146,"b'rt @shrekguevara: no creo en amor de puta, en amistad de polic\xc3\xada, y menos en arrepentimiento de chavista.'",[ 0  0 -1  0  1  2 -2  0  1  0 -2  0  0  0  1  0 -2  0],"[""b'rt"", '@shrekguevara:', 'no', 'creo', 'en', 'amor', 'de', 'puta,', 'en', 'amistad', 'de', 'polic\\xc3\\xada,', 'y', 'menos', 'en', 'arrepentimiento', 'de', ""chavista.'""]",115.0,0.0,6.0,2.0,14.0,6.0,2.0,0.0
147,b'odio cable onda \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad',[0 0 0 0],"[""b'odio"", 'cable', 'onda', ""\\xf0\\x9f\\x98\\xad\\xf0\\x9f\\x98\\xad\\xf0\\x9f\\x98\\xad'""]",67.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
147,b'rt @sikkaria: amor es cuando luis y yo llegamos a las tantas a casa de una fiesta nos metemos en la cama y me dice \xe2\x80\x9cno te vas a desmaquilla\xe2\x80\xa6',"[ 0  0  2 -2  0  0  0  0  0 -3 -1  0 -3  0 -2  0  0  1  0  1 -1  0  0  2
  0  0 -2  0 -3  0]","[""b'rt"", '@sikkaria:', 'amor', 'es', 'cuando', 'luis', 'y', 'yo', 'llegamos', 'a', 'las', 'tantas', 'a', 'casa', 'de', 'una', 'fiesta', 'nos', 'metemos', 'en', 'la', 'cama', 'y', 'me', 'dice', '\\xe2\\x80\\x9cno', 'te', 'vas', 'a', ""desmaquilla\\xe2\\x80\\xa6'""]",165.0,6.0,6.0,4.0,20.0,4.0,4.0,0.0
148,b'profe: \xc2\xbfpor qu\xc3\xa9 sali\xc3\xb3 de clase virtual?\nyo: soy cable onda\nprofe: https://t.co/oiia2jin07',[ 0  0  0  0 -2  0  0  0  0  0  0],"[""b'profe:"", '\\xc2\\xbfpor', 'qu\\xc3\\xa9', 'sali\\xc3\\xb3', 'de', 'clase', 'virtual?\\nyo:', 'soy', 'cable', 'onda\\nprofe:', ""https://t.co/oiia2jin07'""]",115.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0
148,"b'rt @fuerzasmilcol: nuestra bandera, s\xc3\xadmbolo de amor y entrega por #colombia. por eso los soldados aviadores rendimos un homenaje a estos 21\xe2\x80\xa6'",[ 0  0  0  0  0 -2  2  0  0  0  0  0  0 -1  0  0  0  0  0 -3  0  0],"[""b'rt"", '@fuerzasmilcol:', 'nuestra', 'bandera,', 's\\xc3\\xadmbolo', 'de', 'amor', 'y', 'entrega', 'por', '#colombia.', 'por', 'eso', 'los', 'soldados', 'aviadores', 'rendimos', 'un', 'homenaje', 'a', 'estos', ""21\\xe2\\x80\\xa6'""]",161.0,2.0,2.0,2.0,8.0,0.0,2.0,0.0
149,b'@f_malek @agrobialar @agriculturados @agritechca @agriculturers @agrocultura2020 @agricultura_360 @ganaderiayagro\xe2\x80\xa6 https://t.co/lywygvsajf',[0 0 0 0 0 0 0 0 0],"[""b'@f_malek"", '@agrobialar', '@agriculturados', '@agritechca', '@agriculturers', '@agrocultura2020', '@agricultura_360', '@ganaderiayagro\\xe2\\x80\\xa6', ""https://t.co/lywygvsajf'""]",152.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
149,"b'rt @abrubruzzese: alguna vez lloraron por amor???? pero tipo llorar por amar tanto a alguien y que te haga tan feliz,soy la \xc3\xbanica boluda???\xe2\x80\xa6'",[ 0  0  0  0  0  0  0  0  0  0  0  0  0 -3  0  0  0 -2  0  0  0 -1  0  0],"[""b'rt"", '@abrubruzzese:', 'alguna', 'vez', 'lloraron', 'por', 'amor????', 'pero', 'tipo', 'llorar', 'por', 'amar', 'tanto', 'a', 'alguien', 'y', 'que', 'te', 'haga', 'tan', 'feliz,soy', 'la', '\\xc3\\xbanica', ""boluda???\\xe2\\x80\\xa6'""]",161.0,2.0,2.0,2.0,8.0,0.0,0.0,0.0
150,b'qu\xc3\xa9 onda no pasan la carrera o mi cable esta re apichonado',[ 0  0 -1  0 -1  0 -2 -3  0 -2 -2  0],"[""b'qu\\xc3\\xa9"", 'onda', 'no', 'pasan', 'la', 'carrera', 'o', 'mi', 'cable', 'esta', 're', ""apichonado'""]",68.0,2.0,4.0,4.0,10.0,0.0,0.0,0.0
150,"b'\xc2\xabel amor se construye entre dos seres enteros, no entre dos mitades que se necesitan para sentirse completas.\xc2\xbb'",[ 0  2  0  0  0  1  0  0 -1  0  1  0  0  0  0  0  0  0],"[""b'\\xc2\\xabel"", 'amor', 'se', 'construye', 'entre', 'dos', 'seres', 'enteros,', 'no', 'entre', 'dos', 'mitades', 'que', 'se', 'necesitan', 'para', 'sentirse', ""completas.\\xc2\\xbb'""]",127.0,0.0,0.0,2.0,10.0,4.0,2.0,0.0
151,b'@arivera2457 porque cable onda quiere que pagues otro canal solo para ver las carreras de f1',[ 0  0  0  0  0  0  0  0  0  0  0 -3 -1  0 -2  0],"[""b'@arivera2457"", 'porque', 'cable', 'onda', 'quiere', 'que', 'pagues', 'otro', 'canal', 'solo', 'para', 'ver', 'las', 'carreras', 'de', ""f1'""]",95.0,2.0,2.0,2.0,6.0,0.0,0.0,0.0
151,"b'el atardecer palpita al ritmo de una melod\xc3\xada,\nquisiera decirle a las nubes que no opaquen el d\xc3\xada,\nno hay d\xc3\xada o noch\xe2\x80\xa6 https://t.co/v8lhf0prqf'",[ 0  0  0 -1  0 -2  0  0  0 -3 -1  0  0 -1  0  2  0  0  0 -2  0  0],"[""b'el"", 'atardecer', 'palpita', 'al', 'ritmo', 'de', 'una', 'melod\\xc3\\xada,\\nquisiera', 'decirle', 'a', 'las', 'nubes', 'que', 'no', 'opaquen', 'el', 'd\\xc3\\xada,\\nno', 'hay', 'd\\xc3\\xada', 'o', 'noch\\xe2\\x80\\xa6', ""https://t.co/v8lhf0prqf'""]",177.0,2.0,4.0,6.0,14.0,0.0,2.0,0.0
152,b'@cesarjvargas04 me levant\xc3\xa9 a ver la carrera y ning\xc3\xban canal de deportes de cable onda est\xc3\xa1 pas\xc3\xa1ndola \xf0\x9f\x99\x83',[ 0  2  0 -3 -3 -1  0  0  0  0 -2  0 -2  0  0  0  0  0],"[""b'@cesarjvargas04"", 'me', 'levant\\xc3\\xa9', 'a', 'ver', 'la', 'carrera', 'y', 'ning\\xc3\\xban', 'canal', 'de', 'deportes', 'de', 'cable', 'onda', 'est\\xc3\\xa1', 'pas\\xc3\\xa1ndola', ""\\xf0\\x9f\\x99\\x83'""]",147.0,2.0,4.0,2.0,10.0,0.0,2.0,0.0
152,"b'rt @7anpanman_ever: simple\nno creas, ni difundas toda informaci\xc3\xb3n que puede ser maliciosa solo porque esta escrita en coreano \n\nni para rep\xe2\x80\xa6'",[ 0  0  0  0  1  0  0  0  0  0  0  0  0  0 -2  0  1  0  0  0  0],"[""b'rt"", '@7anpanman_ever:', 'simple\\nno', 'creas,', 'ni', 'difundas', 'toda', 'informaci\\xc3\\xb3n', 'que', 'puede', 'ser', 'maliciosa', 'solo', 'porque', 'esta', 'escrita', 'en', 'coreano', '\\n\\nni', 'para', ""rep\\xe2\\x80\\xa6'""]",164.0,0.0,2.0,0.0,8.0,4.0,0.0,0.0
153,b'cable onda no me respondeee https://t.co/eed5bkiqdc',[ 0  0 -1  2  0  0],"[""b'cable"", 'onda', 'no', 'me', 'respondeee', ""https://t.co/eed5bkiqdc'""]",54.0,0.0,0.0,2.0,4.0,0.0,2.0,0.0
153,b'\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad gracia amor \xe2\x99\xa5\xef\xb8\x8f',[0 0 2 0],"[""b'\\xf0\\x9f\\x98\\xad\\xf0\\x9f\\x98\\xad\\xf0\\x9f\\x98\\xad"", 'gracia', 'amor', ""\\xe2\\x99\\xa5\\xef\\xb8\\x8f'""]",88.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0
154,b'@co_empresarial cable onda miserables en tiempos de pandemia me han cortado el internet tres veces a\xc3\xban sabiendo que\xe2\x80\xa6 https://t.co/agqwnl2kyv',[ 0  0  0  0  1  0 -2  0  2  0  0  2  0  0  0  0  0  0  0],"[""b'@co_empresarial"", 'cable', 'onda', 'miserables', 'en', 'tiempos', 'de', 'pandemia', 'me', 'han', 'cortado', 'el', 'internet', 'tres', 'veces', 'a\\xc3\\xban', 'sabiendo', 'que\\xe2\\x80\\xa6', ""https://t.co/agqwnl2kyv'""]",161.0,0.0,2.0,0.0,10.0,2.0,4.0,0.0
154,b'rt @elvurss: la dulce ni\xc3\xb1a carolina no tiene edad para hacer el amor pero como no es reguet\xc3\xb3n no pasa nada',[ 0  0 -1  0  0  0 -1  0  0  0  0  2  2  0  0 -1 -2  0 -1  0  0],"[""b'rt"", '@elvurss:', 'la', 'dulce', 'ni\\xc3\\xb1a', 'carolina', 'no', 'tiene', 'edad', 'para', 'hacer', 'el', 'amor', 'pero', 'como', 'no', 'es', 'reguet\\xc3\\xb3n', 'no', 'pasa', ""nada'""]",123.0,0.0,2.0,8.0,12.0,0.0,2.0,0.0
155,b'youtube: hosanna visi\xc3\xb3n \nhosanna vision:\n- canal 93 de cable onda\n- canal 37 de cable &amp; wireless\n- https://t.co/1bcbrcszen\n\n#domingodegloria',[ 0  0  0  0  0  0  0 -2  0  0  0  0 -2  0  0  0  0],"[""b'youtube:"", 'hosanna', 'visi\\xc3\\xb3n', '\\nhosanna', 'vision:\\n-', 'canal', '93', 'de', 'cable', 'onda\\n-', 'canal', '37', 'de', 'cable', '&amp;', 'wireless\\n-', ""https://t.co/1bcbrcszen\\n\\n#domingodegloria'""]",160.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0
155,b'@sofidacund @mateoooov t haces pis encima del miedo mi amor',[ 0  0 -3  0  0  0  0  0 -3  0],"[""b'@sofidacund"", '@mateoooov', 't', 'haces', 'pis', 'encima', 'del', 'miedo', 'mi', ""amor'""]",62.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0
156,"b'cable onda es qu\xc3\xa9 estupidez. en serio. deber\xc3\xada haber m\xc3\xa1s competencia en cuanto a los servicios de telefon\xc3\xada, tv e i\xe2\x80\xa6 https://t.co/l7irktbkqa'",[ 0  0 -2  0  0  1  0  0  0  0  0  1  0 -3 -1  0 -2  0  0 -3  0  0],"[""b'cable"", 'onda', 'es', 'qu\\xc3\\xa9', 'estupidez.', 'en', 'serio.', 'deber\\xc3\\xada', 'haber', 'm\\xc3\\xa1s', 'competencia', 'en', 'cuanto', 'a', 'los', 'servicios', 'de', 'telefon\\xc3\\xada,', 'tv', 'e', 'i\\xe2\\x80\\xa6', ""https://t.co/l7irktbkqa'""]",182.0,4.0,4.0,2.0,14.0,4.0,0.0,0.0
156,"b'me hablo el amor de mi vida para decirme feliz d\xc3\xada, el lado positivo es que se acord\xc3\xb3 de que existo por lo menos'",[ 0  0  2  2 -2 -3  0  0  0  2  0  2  0  1 -2  0  0  0 -2  0  0  0 -1  0],"[""b'me"", 'hablo', 'el', 'amor', 'de', 'mi', 'vida', 'para', 'decirme', 'feliz', 'd\\xc3\\xada,', 'el', 'lado', 'positivo', 'es', 'que', 'se', 'acord\\xc3\\xb3', 'de', 'que', 'existo', 'por', 'lo', ""menos'""]",129.0,2.0,6.0,2.0,14.0,2.0,6.0,0.0
157,b'que onda las chicas del cable??? pretenden que lloremos por la muerte de una mina que no le sabemos el nombre. kee',[ 0  0 -1  0  0  0  0  0  0  0 -1  0 -2  0  0  0 -1 -2  0  2  0  0],"[""b'que"", 'onda', 'las', 'chicas', 'del', 'cable???', 'pretenden', 'que', 'lloremos', 'por', 'la', 'muerte', 'de', 'una', 'mina', 'que', 'no', 'le', 'sabemos', 'el', 'nombre.', ""kee'""]",117.0,0.0,4.0,6.0,12.0,0.0,2.0,0.0
157,b'rt @auronxsea: gustabo garc\xc3\x8da sos un terrible puto y tu sociopatia una terrible mierda no te acord\xc3\x81s cuando horacio te llenaba el alma de a\xe2\x80\xa6',"[ 0  0  0  0  2  0 -2  0  0  0  0  0 -2 -3 -1 -2  0  0  0 -2  0  2  0 -2
  0]","[""b'rt"", '@auronxsea:', 'gustabo', 'garc\\xc3\\x8da', 'sos', 'un', 'terrible', 'puto', 'y', 'tu', 'sociopatia', 'una', 'terrible', 'mierda', 'no', 'te', 'acord\\xc3\\x81s', 'cuando', 'horacio', 'te', 'llenaba', 'el', 'alma', 'de', ""a\\xe2\\x80\\xa6'""]",168.0,2.0,10.0,2.0,14.0,0.0,4.0,0.0
158,b'@retrogade_m ya le estaba culpando a cable onda por la calidad el internet \xf0\x9f\x98\x82 la costumbre',[ 0  0 -2  0  0 -3  0  0  0 -1  0  2  0  0 -1  0],"[""b'@retrogade_m"", 'ya', 'le', 'estaba', 'culpando', 'a', 'cable', 'onda', 'por', 'la', 'calidad', 'el', 'internet', '\\xf0\\x9f\\x98\\x82', 'la', ""costumbre'""]",107.0,2.0,2.0,4.0,12.0,0.0,2.0,0.0
158,"b'rt @abrubruzzese: alguna vez lloraron por amor???? pero tipo llorar por amar tanto a alguien y que te haga tan feliz,soy la \xc3\xbanica boluda???\xe2\x80\xa6'",[ 0  0  0  0  0  0  0  0  0  0  0  0  0 -3  0  0  0 -2  0  0  0 -1  0  0],"[""b'rt"", '@abrubruzzese:', 'alguna', 'vez', 'lloraron', 'por', 'amor????', 'pero', 'tipo', 'llorar', 'por', 'amar', 'tanto', 'a', 'alguien', 'y', 'que', 'te', 'haga', 'tan', 'feliz,soy', 'la', '\\xc3\\xbanica', ""boluda???\\xe2\\x80\\xa6'""]",161.0,2.0,2.0,2.0,8.0,0.0,0.0,0.0
159,b'@daniloemanuel24 nunca y cable onda lo compro tigo. que es mucho peor y estafadores... ni en estados unidos sirve t\xe2\x80\xa6 https://t.co/vzbdz4ax2n',[ 0  0  0  0  0 -1  0  0  0 -2  0  0  0  0  1  1  0  0  0  0  0],"[""b'@daniloemanuel24"", 'nunca', 'y', 'cable', 'onda', 'lo', 'compro', 'tigo.', 'que', 'es', 'mucho', 'peor', 'y', 'estafadores...', 'ni', 'en', 'estados', 'unidos', 'sirve', 't\\xe2\\x80\\xa6', ""https://t.co/vzbdz4ax2n'""]",154.0,0.0,2.0,2.0,8.0,2.0,0.0,0.0
159,b'@hatecatsef te quiero hacer el amor en la moto',[ 0 -2  0  0  2  2  1 -1  0],"[""b'@hatecatsef"", 'te', 'quiero', 'hacer', 'el', 'amor', 'en', 'la', ""moto'""]",49.0,0.0,2.0,2.0,6.0,2.0,2.0,0.0
160,"b'@juanper96149633 y cable onda tambi\xc3\xa9n, porq es del toro'",[ 0  0  0  0  0  0 -2  0  0],"[""b'@juanper96149633"", 'y', 'cable', 'onda', 'tambi\\xc3\\xa9n,', 'porq', 'es', 'del', ""toro'""]",65.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0
160,"b'rt @fwooyoungk: no vale, no hay medidor de amor.'",[ 0  0 -1  0 -1  0  0 -2  0],"[""b'rt"", '@fwooyoungk:', 'no', 'vale,', 'no', 'hay', 'medidor', 'de', ""amor.'""]",51.0,0.0,2.0,4.0,8.0,0.0,0.0,0.0
161,b'cable onda me tiene hasta la misma vergaaaa veee',[ 0  0  2  0  0 -1  0  0  0],"[""b'cable"", 'onda', 'me', 'tiene', 'hasta', 'la', 'misma', 'vergaaaa', ""veee'""]",51.0,0.0,0.0,2.0,6.0,0.0,2.0,0.0
161,"b'el amor y los tatuajes duelen, pero los tatuajes si duran toda la vida.'",[ 0  2  0 -1  0  0  0 -1  0 -2  0  0 -1  0],"[""b'el"", 'amor', 'y', 'los', 'tatuajes', 'duelen,', 'pero', 'los', 'tatuajes', 'si', 'duran', 'toda', 'la', ""vida.'""]",74.0,0.0,2.0,6.0,12.0,0.0,2.0,0.0
162,b'rt @anthonyy_e: yo viendo historias con el wifi de cable onda \xf0\x9f\xa4\xa1 https://t.co/m0zbtyyoif',[ 0  0  0  0  0  0  2  0 -2  0  0  0  0],"[""b'rt"", '@anthonyy_e:', 'yo', 'viendo', 'historias', 'con', 'el', 'wifi', 'de', 'cable', 'onda', '\\xf0\\x9f\\xa4\\xa1', ""https://t.co/m0zbtyyoif'""]",105.0,0.0,2.0,0.0,6.0,0.0,2.0,0.0
162,b'rt @paola_ah24: unas 4 cirug\xc3\xadas por ah\xc3\xad y ya voy a tener amor propio \xf0\x9f\x98\x83',[ 0  0  0  0  0  0  0  0  0  0 -3  0  2  0  0],"[""b'rt"", '@paola_ah24:', 'unas', '4', 'cirug\\xc3\\xadas', 'por', 'ah\\xc3\\xad', 'y', 'ya', 'voy', 'a', 'tener', 'amor', 'propio', ""\\xf0\\x9f\\x98\\x83'""]",102.0,2.0,0.0,0.0,6.0,0.0,2.0,0.0
163,b'rt @angelblacklive: @vankelug digamos que ambos servicio de internet tanto como ellos y cable onda son de lo peor pero el peorcito es mas m\xe2\x80\xa6',"[ 0  0  0  0  0  0  0 -2  0  0  0  2  0  0  0  0 -2 -1  0  0  2  0 -2  0
  0]","[""b'rt"", '@angelblacklive:', '@vankelug', 'digamos', 'que', 'ambos', 'servicio', 'de', 'internet', 'tanto', 'como', 'ellos', 'y', 'cable', 'onda', 'son', 'de', 'lo', 'peor', 'pero', 'el', 'peorcito', 'es', 'mas', ""m\\xe2\\x80\\xa6'""]",154.0,0.0,6.0,2.0,12.0,0.0,4.0,0.0
163,b'rt @auronxsea: gustabo garc\xc3\x8da sos un terrible puto y tu sociopatia una terrible mierda no te acord\xc3\x81s cuando horacio te llenaba el alma de a\xe2\x80\xa6',"[ 0  0  0  0  2  0 -2  0  0  0  0  0 -2 -3 -1 -2  0  0  0 -2  0  2  0 -2
  0]","[""b'rt"", '@auronxsea:', 'gustabo', 'garc\\xc3\\x8da', 'sos', 'un', 'terrible', 'puto', 'y', 'tu', 'sociopatia', 'una', 'terrible', 'mierda', 'no', 'te', 'acord\\xc3\\x81s', 'cuando', 'horacio', 'te', 'llenaba', 'el', 'alma', 'de', ""a\\xe2\\x80\\xa6'""]",168.0,2.0,10.0,2.0,14.0,0.0,4.0,0.0
164,b'rt @anthonyy_e: yo viendo historias con el wifi de cable onda \xf0\x9f\xa4\xa1 https://t.co/m0zbtyyoif',[ 0  0  0  0  0  0  2  0 -2  0  0  0  0],"[""b'rt"", '@anthonyy_e:', 'yo', 'viendo', 'historias', 'con', 'el', 'wifi', 'de', 'cable', 'onda', '\\xf0\\x9f\\xa4\\xa1', ""https://t.co/m0zbtyyoif'""]",105.0,0.0,2.0,0.0,6.0,0.0,2.0,0.0
164,"b'rt @lsmp07: yixing rey, te lanzas tremendo talento mi amor, amo todooo\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xe2\x9d\xa3\xef\xb8\x8f\xe2\x9d\xa3\xef\xb8\x8f\n#lay04litdragon @layzhang https://t.co/9aj2fzt7zd'",[ 0  0  0  0 -2  0  0  0 -3  0  2  0  0  0],"[""b'rt"", '@lsmp07:', 'yixing', 'rey,', 'te', 'lanzas', 'tremendo', 'talento', 'mi', 'amor,', 'amo', 'todooo\\xf0\\x9f\\x98\\xad\\xf0\\x9f\\x98\\xad\\xf0\\x9f\\x98\\xad\\xe2\\x9d\\xa3\\xef\\xb8\\x8f\\xe2\\x9d\\xa3\\xef\\xb8\\x8f\\n#lay04litdragon', '@layzhang', ""https://t.co/9aj2fzt7zd'""]",220.0,2.0,2.0,0.0,8.0,0.0,2.0,0.0
165,b'@ayudaizzi qu\xc3\xa9 onda izzi no tengo se\xc3\xb1al de internet ni cable que est\xc3\xa1 pasando?',[ 0  0  0  0 -1  0  0 -2  0  1  0  0  0  0],"[""b'@ayudaizzi"", 'qu\\xc3\\xa9', 'onda', 'izzi', 'no', 'tengo', 'se\\xc3\\xb1al', 'de', 'internet', 'ni', 'cable', 'que', 'est\\xc3\\xa1', ""pasando?'""]",102.0,0.0,2.0,2.0,8.0,2.0,0.0,0.0
165,"b'conmemoramos el natalicio de #nataliewood, la bella diva de origen ruso naci\xc3\xb3 el 20 de julio de 1938 y muri\xc3\xb3 en 198\xe2\x80\xa6 https://t.co/mjldpnaspo'",[ 0  2  0 -2  0 -1  2  0 -2  0  0  0  2  0 -2  0 -2  0  0  0  1  0  0],"[""b'conmemoramos"", 'el', 'natalicio', 'de', '#nataliewood,', 'la', 'bella', 'diva', 'de', 'origen', 'ruso', 'naci\\xc3\\xb3', 'el', '20', 'de', 'julio', 'de', '1938', 'y', 'muri\\xc3\\xb3', 'en', '198\\xe2\\x80\\xa6', ""https://t.co/mjldpnaspo'""]",168.0,0.0,8.0,2.0,18.0,2.0,6.0,0.0
166,b'@vankelug digamos que ambos servicio de internet tanto como ellos y cable onda son de lo peor pero el peorcito es mas m\xc3\xb3vil \xf0\x9f\x99\x88',[ 0  0  0  0  0 -2  0  0  0  2  0  0  0  0 -2 -1  0  0  2  0 -2  0  0  0],"[""b'@vankelug"", 'digamos', 'que', 'ambos', 'servicio', 'de', 'internet', 'tanto', 'como', 'ellos', 'y', 'cable', 'onda', 'son', 'de', 'lo', 'peor', 'pero', 'el', 'peorcito', 'es', 'mas', 'm\\xc3\\xb3vil', ""\\xf0\\x9f\\x99\\x88'""]",150.0,0.0,6.0,2.0,12.0,0.0,4.0,0.0
166,"b'rt @chenetflix: \xc2\xbfhasta d\xc3\xb3nde llega el amor de una madre por su hijo? cr\xc3\xadmenes de familia, una pel\xc3\xadcula argentina protagonizada por cecilia\xe2\x80\xa6'",[ 0  0  0  0  0  2  2 -2  0  0  0  0  0  0 -2  0  0  0  0  0  0  0],"[""b'rt"", '@chenetflix:', '\\xc2\\xbfhasta', 'd\\xc3\\xb3nde', 'llega', 'el', 'amor', 'de', 'una', 'madre', 'por', 'su', 'hijo?', 'cr\\xc3\\xadmenes', 'de', 'familia,', 'una', 'pel\\xc3\\xadcula', 'argentina', 'protagonizada', 'por', ""cecilia\\xe2\\x80\\xa6'""]",181.0,0.0,4.0,0.0,6.0,0.0,2.0,0.0
167,b'que onda veo las historias y ya se levant\xc3\xb3 la cuarentena o que? porque no hay nadie que hoy no se haya juntado y la\xe2\x80\xa6 https://t.co/fou5epcdfk',"[ 0  0  0 -1  0  0  0  0  0 -1  0 -2  0  0 -1  0  0  0  0 -1  0  0  0  0
  0  0]","[""b'que"", 'onda', 'veo', 'las', 'historias', 'y', 'ya', 'se', 'levant\\xc3\\xb3', 'la', 'cuarentena', 'o', 'que?', 'porque', 'no', 'hay', 'nadie', 'que', 'hoy', 'no', 'se', 'haya', 'juntado', 'y', 'la\\xe2\\x80\\xa6', ""https://t.co/fou5epcdfk'""]",161.0,0.0,2.0,8.0,12.0,0.0,0.0,0.0
167,b'rt @lunaypr1: quiero tener un amor sin contrato \xf0\x9f\x96\xa4\xf0\x9f\x98\x88',[0 0 0 0 0 2 0 0 0],"[""b'rt"", '@lunaypr1:', 'quiero', 'tener', 'un', 'amor', 'sin', 'contrato', ""\\xf0\\x9f\\x96\\xa4\\xf0\\x9f\\x98\\x88'""]",83.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0
168,"b'qu\xc3\xa9 onda con el final de las chicas del cable wey, toy llorando mucho abr\xc3\xa1cenme \xf0\x9f\xa5\xba\xf0\x9f\x98\xa2'",[ 0  0  0  2  0 -2 -1  0  0  0  0  0  0  0  0  0],"[""b'qu\\xc3\\xa9"", 'onda', 'con', 'el', 'final', 'de', 'las', 'chicas', 'del', 'cable', 'wey,', 'toy', 'llorando', 'mucho', 'abr\\xc3\\xa1cenme', ""\\xf0\\x9f\\xa5\\xba\\xf0\\x9f\\x98\\xa2'""]",129.0,0.0,2.0,2.0,6.0,0.0,2.0,0.0
168,b'@kooovely @bts_twt gracias amor',[0 0 0 0],"[""b'@kooovely"", '@bts_twt', 'gracias', ""amor'""]",34.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
169,b'todo los jodidos d\xc3\xadas teniendo que reiniciar el internet para poder usar instagram.\nlptm cable onda \xf0\x9f\x98\x91',[ 0 -1  0  0  0  0  0  2  0  0  0  0  0  0  0  0],"[""b'todo"", 'los', 'jodidos', 'd\\xc3\\xadas', 'teniendo', 'que', 'reiniciar', 'el', 'internet', 'para', 'poder', 'usar', 'instagram.\\nlptm', 'cable', 'onda', ""\\xf0\\x9f\\x98\\x91'""]",127.0,0.0,0.0,2.0,6.0,0.0,2.0,0.0
169,b'rt @claudia89768497: @ariadne64517004 jimin pr\xc3\xadncipe\njimin angel\njimin pretty\njimin dulce \njimin delicado\njimin el amor de mi vida \njimin e\xe2\x80\xa6',[ 0  0  0  0  0  0  0  0  0  0  2  2 -2 -3  0  0  0],"[""b'rt"", '@claudia89768497:', '@ariadne64517004', 'jimin', 'pr\\xc3\\xadncipe\\njimin', 'angel\\njimin', 'pretty\\njimin', 'dulce', '\\njimin', 'delicado\\njimin', 'el', 'amor', 'de', 'mi', 'vida', '\\njimin', ""e\\xe2\\x80\\xa6'""]",167.0,2.0,2.0,0.0,4.0,0.0,2.0,0.0
170,b'pinche cable onda',[0 0 0],"[""b'pinche"", 'cable', ""onda'""]",20.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
170,b'rt @nicolas_aveiro7: yo plata y suerte en el amor nunca luego tengo jajajajajajajas',[0 0 0 0 0 0 1 2 2 0 0 0 0],"[""b'rt"", '@nicolas_aveiro7:', 'yo', 'plata', 'y', 'suerte', 'en', 'el', 'amor', 'nunca', 'luego', 'tengo', ""jajajajajajajas'""]",86.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0
171,b'fkn cable onda de pinga.',[ 0  0  0 -2  0],"[""b'fkn"", 'cable', 'onda', 'de', ""pinga.'""]",27.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0
171,b'@erwingpy yo jam\xc3\xa1s hubiera sobrevivido esos a\xc3\xb1os sin vos. la verdad que el a\xc3\xb1o m\xc3\xa1s dif\xc3\xadcil fue ese \xc3\xbaltimo que no es\xe2\x80\xa6 https://t.co/ihdd6i1ge9',[ 0  0  0  0  0  0  0  0  0 -1  0  0  2  0  0  0  0  0  0  0 -1  0  0],"[""b'@erwingpy"", 'yo', 'jam\\xc3\\xa1s', 'hubiera', 'sobrevivido', 'esos', 'a\\xc3\\xb1os', 'sin', 'vos.', 'la', 'verdad', 'que', 'el', 'a\\xc3\\xb1o', 'm\\xc3\\xa1s', 'dif\\xc3\\xadcil', 'fue', 'ese', '\\xc3\\xbaltimo', 'que', 'no', 'es\\xe2\\x80\\xa6', ""https://t.co/ihdd6i1ge9'""]",196.0,0.0,0.0,4.0,8.0,0.0,2.0,0.0
172,"b'iba a quejarme de cable onda y ahora que reviso, ten\xc3\xada el m\xc3\xb3dem desconectado. \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'",[ 0 -3  0 -2  0  0  0  0  0  0  0  2  0  0  0],"[""b'iba"", 'a', 'quejarme', 'de', 'cable', 'onda', 'y', 'ahora', 'que', 'reviso,', 'ten\\xc3\\xada', 'el', 'm\\xc3\\xb3dem', 'desconectado.', ""\\xf0\\x9f\\xa4\\xa6\\xf0\\x9f\\x8f\\xbb\\xe2\\x80\\x8d\\xe2\\x99\\x80\\xef\\xb8\\x8f'""]",163.0,2.0,2.0,0.0,8.0,0.0,2.0,0.0
